Tweet,Sentimen,Label
@AsahPolaPikir Launch TikTok Shop sebagai aplikasi ecommerce mungkin,Netral,1
ada recom basreng yg enak di tiktokshop gaa? wkwkkw keburu gabisa order disana lagiiiâ˜¹ï¸,Positif,2
@kegblgnunfaedh Tiktok shop tinggal bikin plaftorm e-commerce jadi lg itu barang,Netral,1
"Tai banget kata gw mah, mana gw baru belanja di tiktokshop sekali.",Netral,1
"Tiktod shop stop per 4 oktober? Bagus, segera ada aplikasi baru dari tiktok, aplikasi baru = pengguna baru dapet banyak kupon lagi xixixi",Positif,2
TikTok Shop setuju ikuti aturan pemerintah https://t.co/FStjxfNJFA,Netral,1
"[HOT NEWS]  TikTok Shop Indonesia Resmi Ditutup  4 Oktober 2023 Jam 17.00 WIB  Bagi Anda yang sedang bertransaksi di TikTok Shop, bisa melakukan pembatalan dan pengembalian dana (refund).Â   Durasi pengembalian dana bergantung pada metode pembayaran yang dilakukan. Berikutâ€¦ https://t.co/9hAc7acv6g",Positif,2
"despite of all this tiktok shop &amp  social commerce's huru-hara, kok annoying bgt ya liat influenser yg saban waktu ngontenin lux life ampe bikin vt bangun rumah mewah berpart2, tp pas tiktok shop ditutup ngeluh smp nangis2nya ngelebihin umkm kelas bawah yg lebih berdarah2????",Negatif,0
"Ga pernah beli apa pun di tiktok shop, dulu pernah co tas PVC buat ngonser masih tersedia makanya bisa co trus kata gua kok ga di prosesÂ² pas gua chat sellernya lu tau apa?dia bilang stoknya habis karena yg diduluin shopee wahhh amjg bgt gua emosi sumpaðŸ˜­mana h- sekian konser",Positif,2
Ini tiktok shop beneran besok ditutup? Banyak bgt yg pada live cuci gudang,Positif,2
sad juga ya ternyata setelah dapat statement official dari tiktok  berasa banget karena uda mulai live jualan dari awal tiktokshop belum launch sampai hari ini bener2 ikutin progress tiktokshop ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²,Negatif,0
"Tarik commission TikTok untuk pertama dan jangan yg terakhir ya, yaampun happy tapi sedihðŸ¥¹ yuk TikTok Shop bisa yuk comeback stronger, aku percaya km bisyaaaaðŸ™Œ",Positif,2
Menjadi saksi malam ini keliling keliling fyp liat admin streamer tiktok shop pada nangis nangis. Semoga ada solusinya.,Negatif,0
"Lekas pulih para seller tiktok shop, walau ga terjun disana cuman I feel you, comeback stranger agak rancu sama kebijakan2 yg ga mikir panjang terkait nasib idup orang banyak ahh sudah lah pan pan pan semakin akh",Positif,2
@RenziReditya Biasanya aku belanja di tiktok shop tapi gak papa masih ada si oren,Positif,2
co terakhir di tiktokshop yaitu beli mukena biar barokah,Netral,1
"tiktok shop tutup besooook paket gue belom sampeeeeeee!!!ðŸ¤œðŸ» sebagai orang yang sering bgt belanja di tiktok shop, sedih bgt mereka ditutup huhu",Negatif,0
@PartaiSocmed Final chapter dari tiktok shop https://t.co/hpPXEe6uhx,Netral,1
ni kenapa tiktok shop mau diapus tar ak gdpet cuan lagi,Netral,1
belom pernah checkout barang di tiktok shop eh keburu ditutup ama pemerentah,Negatif,0
Kenang2an pembelian pertama dan terakhir tiktok shop ðŸŒ https://t.co/gYZhRQVOqw,Positif,2
"tiktok shop ditutup, berarti barangÂ² gw di keranjang yg selama ini w idamÂ²kan jg ilang semua",Negatif,0
Sedih kx woiii bsok jam 5 sore tiktokshop+kranjang kuningnya udah gk ada ðŸ¥¹ðŸ˜­ðŸ˜­,Negatif,0
Ko sedih ya tiktokshop mau di hpsðŸ˜­,Negatif,0
TikTok Shop Boleh Beroperasi Lagi Asal Punya Kantor Resmi di Indonesia #TempoVideo https://t.co/v24ESWsVYG,Negatif,0
ngeri kali harga tiktokshop malam inj,Netral,1
"Keknya tiktokshop tutup ga murni soal aturan pemerintah dah, pasti ada maen antara pemerintah sama kompetitor, kalo ga si oren ya si ijo atau malah dua duanya ðŸ˜‚ tiktokshop ga ada emang bakal beli di pasar? Ya enggalah, tanah abang tuh cuma alibi doang, biar seolah olah pro UMKM",Negatif,0
Tiktok shop beneran ditutup:( mana harga murah2 klo bebelian disitu dan suka gitu nontonin org live walau kadang ga beli wkwkwkwk bakalan sepi njir,Positif,2
@tanyakanrl agak sedih soalnya tiktok shop adalah satu2nya tempat gw pernah belanja online,Negatif,0
"hmmmmm ini tiktokshop bakal tutup hr iniii, barang guehh masih blm sampaiðŸ« ",Netral,1
"Penutupan Tiktokshop tanpa memikirkan jalan tengah adalah suatu keputusan yang sangat bodoh dari pemerintah kita. Ada berapa banyak UMKM yang berjuang berjualan di Tiktok dgn jumlah karyawan yang tidak sedikit. Gimana nasib seller UMKM lokal, Karyawan &amp  affiliator tersebut? Blok!",Negatif,0
"Ya semoga ketemu jalan tengahnya ya antara tiktok shop dan pemerintah. Semoga bs cepat diregulasi ulang dan bs bermanfaat untuk para kreator tiktok dan produk lokal bisa eksis aamiin"";1;netral,,,,,,,,,,,,,,,",Positif,2
"Kalo tiktok shop tutup, yakali harus belanja di shopee yg kurir Express tapi kek siput gitu? ðŸ˜ ",Negatif,0
tik tok makin lama makin sampah. orang pada bohong nangis etc gara2 tiktok shop ditutup - yaudahsi ahelah. takut bgt miskin? wkwk tenang indonesia melekat sama hal-hal viral ðŸ« ,Positif,2
Tutup tiktok shop lebih urgent dibanding tutup judi onlineâ€¦ bohirnya invest di politik.,Positif,2
bjir tiktok shop besok udahan basreng gueeee belum dateng anjðŸ˜,Netral,1
sedih tiktokshop diberhentikanðŸ¥²,Negatif,0
Now playing: Tekan Semene - Aftershine.  Masa iyaaa gabisa belanja lg di #TikTokshop ðŸ˜­ðŸ™,Netral,1
"Bisa jadi tiktok shop tidak ditutup kalau influencer2 ngehe tidak pamer sales puluhan m dalam semenit. Soalnya, di saat yg sama, pasar tradisional sepi.",Negatif,0
@tanyakanrl ksian si sama pedagang2 yang jualan pake tiktok shop soalnya jualan di tiktokshop kan emang rame apalagi kalo nyambi smbil live,Negatif,0
Cukup kesel sama sedih liat seller/affiliator di Tiktok Shop yang bakal berhenti beroperasi besok.,Negatif,0
Bibit nya dari orangâ€ UMKM yang ngeluh penjualan mereka keambil porsinya dari Tiktok Shop dan ga sedikit juga yang ikutan ngeluh/demo tapi gatau environment Tiktok Shop kayak apa,Positif,2
"Kalo udah tau penjualan Tiktok shop sangat oke, kenapa kalian ga switching dan ikut jadi seller/affiliate di Tiktok shop juga? Males? Ga ngerti? Ya belajar. Emang kedengerannya kasar, tapi kita gabisa resist Technology Growth. â€œTerus solusi buat yang udah sepuh/tua gimana?",Positif,2
"Pemerintah pun menurut gua juga salah, kalo emang ada narasi Tiktok as a social media akan dipisah dengan Tiktok shop yang dijadikan sebagai kategori e-commerce, ya lakuin dulu itu regulasi baru kalian deactivate Tiktok shop yang sebagai social commerce.",Negatif,0
Kadang mikir kalau emang demikian mo bantu pedagang harus nya semua yang berbasis video sambil jualan di larang kaya di apk belanja online ada juga sistem kaya tik tok.apa ini di tunggangin ama kompetitor ya dan bukan buat bantu pedagang. #TikTokshop,Netral,1
Jadi tiktok shop beneran udah di tutup ?  Yaallah padahal aku belom pernah co di situ :'(,Negatif,0
@SoundOfYogi Coba ada berapa banyak tenaga yg terserah berkat adanya TikTok Shop Temen gw nangis2 gegara TikTok Shop tutup dan dia punya karyawan juga,Positif,2
"Ada TIGA kritik saya untuk Pak Teten  Pertama, DATA ADALAH DATA. Siapa bilang ada beda data social media dan e-commerce? Sama, Pak, mencatat user behavior. Mencatat preferensi user. Menawarkan sesuai apa yg disukai user. Bapak pikir kalau Keranjang Kuning Tiktok Shop di hapusâ€¦",Positif,2
saya setuju deh tiktokshop ditutup tapi barusan liat live penjual kremes favoritku dilema juga banyak umkm yang mulai naik dr tiktoksop hadeh,Positif,2
"Habis ngedit, bukannya sare malah baca-baca dan cari tahu tentang tiktok shop. Banyak fakta menarik yang bikin mikir â€œemang benerâ€, tapi ya gimana ya. Berakhir hese sare. Alamat nundutan di kantor ini mah.",Positif,2
Tiktokshop dihapus semoga live ku gakenak ya,Positif,2
"@AsahPolaPikir Kok metrik yg dipake GMV ya, padahal model bisnis tiktok shop mah cocoknya diliat GTV-nyaâ€¦",Positif,2
"Ini gara2 mulai jam 5 besok (hari ini deng*) TikTok Shop di Indonesia mau di-stop, skrg hampir jam 3 pagi orang2 bener3 masih pada liveee, dan yg nontonin &amp  beli juga masih rame bgtttt?",Positif,2
Nanti TikTok tinggal bikin aplikasi TikTok Shop yang terpisah sama aplikasi TikTok,Netral,1
@discountfess Bjir paketanku di tiktokshop masih banyak yg belum nyampe ðŸ˜­,Netral,1
"Maaf pemerintah apakah tidak memikirkan di belakang â€œ yg katanya karena import ilegal dll â€œ banyak umkm yg baru mulai merintis yg menggantungkan usahanya di platfrom tiktokshop , host live , team packing dll banyak lapangan pekerjaan yg terbentuk dari platfrom ini . MIKIR https://t.co/4ZkT4sNMPm",Negatif,0
Rare case yang terjadi dengan tari dan regulasi pemerintah = setuju untuk nge ban tiktok shop.  Overload banget nge import goods from china tanpa ada nya regulasi yang â€œlebih baikâ€,Positif,2
"Baru sekali belanja di tiktok shop kemaren, eh sore ini bakal tutupðŸ˜‚",Negatif,0
@ZUL_Hasan Selamat pak sudah buat banyak orang jadi pengangguran dalam 1 hari. Predator harga tuh di shopee juga banyak. Malahan harga produk di tiktokshop lebih mahal dibanding di shopee dan tokopedia. Sekali-kali main makanya pak ke aplikasi lain..,Positif,2
TikTok Shop: Rusak Pasar Perdagangan dan Membunuh UMKM? https://t.co/Fv51ym9dV4,Netral,1
"Fix ga akan pilih PAN di pemilu selanjutnya.. Langsung Blacklist semua kandidat dari Partai PAN.  Slogannya ganti bukan, PAN.. PAN.  Selalu didepan.."" tapi, ""PAN.. PAN.. selalu tertinggal.. PAN.. PAN.. Ga mau belajar di era Digital.."". #TikTokshop"";1;netral,,,,,,,,,,,,,,,",Negatif,0
"Gua ngeliat beberapa kali di Tiktok banyak pedagang yang jualan di Tiktok shop pada kecewa karena mau ditutup, padahal masih banyak e-commerce lain yang masih bisa mereka gunakan enggak sih ? atau memang Tiktok shop ngasih keuntungan yang lebih sampe segitunya",Positif,2
@tanyakanrl Tiktok shop ngancem UMKM kecil jg Yg kaya dan banyak modal makin kaya Yang gk modal ya gk bakal bisa growth,Positif,2
"@tanyakanrl Jujur lebih suka belanja di tiktok shop, kalo shopee bisa gratis ongkir pas pake spay aja anjir, males ngisi spaynyaðŸ˜”",Positif,2
tiktok shop beneran ditutup anjrt..,Negatif,0
"TikTok Shop mulai nggak memfasilitasi jualan lagi hari ini jam 5 sore.   Kalau dari email pemberitahuannya sih (yang gw tangkep) masih berusaha untuk negosiasi.  Semoga ada titik temu, sebenernya dipisah aja sih aplikasi TikTok Shop sama TikTok buat socmed.",Positif,2
"@DianaPutri73472 @txtdrpengusaha @AREAJULID @BigAlphaID @gibran_tweet @hrdbacot @katalogpromosi @txtdarigajelas @txtdrimedia @txtdrpemerintah Mslh ny bkn itu aja bang, di tiktok shop banyak barang buatan negara tiktok(china) yg d jual bebas gitu, jdi ngerusak harga pasar lokal, makanya barang d tiktok pada murah karna itu",Positif,2
@ejaa_san Mungkin belum dieksekusi oleh Shopee ya.  Kalau TikTok Shop nanti pukul 17.00 akan tutup.,Negatif,0
"Buat yang baru mulai jualan atau affiliate di TikTok Shop semangat ya pasti ada jalan keluar, yang udah sukses jualan di TikTok Shop juga semangat terus. Masih banyak chance buat bisa jualan online.",Positif,2
"@mellyanasnt @txtdrpengusaha @AREAJULID @BigAlphaID @gibran_tweet @hrdbacot @katalogpromosi @txtdarigajelas @txtdrimedia @txtdrpemerintah Yg d larang itu tiktokshop, shopee dkk msh boleh, pendapat gua ya, kenapa d larang tiktokshop? Pertama tiktok mendaftarkan diri sebagai aplikasi video pendek bkn ecomerce dan sejenis ny, kedua tiktokshop ini ada permaenan harga pasar udh banyak yg bahas makanya harga pada murah",Positif,2
"@mellyanasnt @txtdrpengusaha @AREAJULID @BigAlphaID @gibran_tweet @hrdbacot @katalogpromosi @txtdarigajelas @txtdrimedia @txtdrpemerintah Nah di sistem tiktokshop yg sperti itu amat sangat ngerusak harga pasar lokal, tau lah harga tiktok kek mana murah ny, kalo shopee dkk kita msh sering blng mending beli langsung aja deh g beda jauh harganya",Positif,2
Kayanya pemerintah kita lebih rispek ama npc live anyayaum kenyang daripada orang yang buka usaha di tiktok shop,Positif,2
TikTok Shop resmi pamit pagi ini ya madt ? kekmana keranjang belanjamu?,Netral,1
"Kemarin baru ttd spk, eh hari ini tiktokshop bakal ditutup ðŸ¥¹ðŸ˜®â€ðŸ’¨",Negatif,0
@erigostore @SE_LynJKT48 @PS_AmandaJKT48 Dah g di tiktok shop lagi nih,Netral,1
"@Farochi7 @pambudiPati Tapi pagi tadi kok masih ada tiktok shop ya, katanya ditutup tanggal 4",Negatif,0
Btw orang yang di Tanah Abang yang minta tiktoshop berenti yakin ya disana bakal rame lagi? Bakal banyak yang belanja lagi kesana kalo tiktokshop udah berenti? Kalo malah pindah ke oren gimana? Atau ke yang lain?,Positif,2
"@bakanosan1 @el_avraham jujur heran gw kok banyak orang yg salty gara2 tiktokshop di hapus, kira2 kenapa ya? soalnya kalo menurut gw e-commerce lain masih banyak.",Positif,2
Waw tiktok shop lagi pada diskon diskonan,Netral,1
"Golongan orang yang belum pernah ngerasain belanja di tiktok shopâœ… Pdhl bulan ini mau ngumpulin uang dl buat beli di tiktok shop e-eh malah dah keburu di tutup, yawes",Positif,2
"Tiktokshop resmi ditutup, yang jadi korban pastinya juga UMKM. Cuman para UMKM ini juga harus melek kalau Tiktok langgar banyak aturan dan belum mau penuhin regulasi. Keputusan berat memang, tapi kalau semua aturan sama dan fair pasti sama-sama enak. Mirip TKDN dulu.",Positif,2
Tidak adakah opsi lain selain menutup Tiktok shop? ðŸ˜¢,Negatif,0
@isurtonic Kemaren masih ada tiktokshop. Emang sekarang udah gada?,Netral,1
Saya harap para pedagang Tanah Abang sadar kalau salah satu penyebab mereka sepi adalah uang pelanggan potensial yang sudah habis dipakai depo judi online keluarganya. Ayo demo biar judi online segera ditutup pemerintah kaya Tiktokshop demi ekonomi UMKM. ðŸ‚,Negatif,0
Waw hari ini jam 5 sore terakhir tiktokshop,Positif,2
Tiktok shop jadi tutup banyak layoff lagi ga si? Apa kabar posisi dedicated host live?,Positif,2
@evnnel Tiktok shop dilarang tapi kayaknya bakal dipisah antara tiktokshop dan sosmednya.,Positif,2
aku sedih tiktokshop ditutup,Negatif,0
Dari tiktok shop lagi hypenya sampe mau ditutup gak pernah belanja disituðŸ˜‚ðŸ˜‚ðŸ˜‚,Negatif,0
"serius nanya, tiktok shop kan ntar ditutup, tapi ada barangku yg belom dikasih ke kurir tuh mending dicancel apa biarin dikirim ya ðŸ˜­",Positif,2
hari ini tiktokshop beneran ditutup kah???,Negatif,0
"bangun tidur ku terus mandi, bukan malah checkout tiktok shop dan shopeeðŸ˜­",Netral,1
tiktok shop dah tumpaskan go shop. wowerssssðŸ˜‚,Netral,1
Karena banyak reseller gwe yang jualan di TikTok shop gituloh karena mereka jual satuan &amp  laku-laku aja.,Positif,2
"Sad bgt tiktokshop ditutup, udah enak ga ada biaya adm nya kyk marketplace yg lain murah2 lagiðŸ˜­",Positif,2
"Banyak seller yg live bilang tiktok shop mau tutup, tapi bingung mau beli apa ðŸ« ",Positif,2
Kacau TiktokShop ditutup padahal banyak baju/jaket/kaos yg kualitas nya bagus tapi harganya murah,Positif,2
"Impulsive pagi kali ini, buka tiktokshop sebelum ditutup, dan lgsg checkout tas. Yhaa, tas again, tas again, tas again.. Loveyou pokonya sama Tas! ðŸ˜­ðŸ¤£",Netral,1
"bang entar bang, tiktok shop jgn tutup dulu, barang gua masi otw",Netral,1
"Ternyata setelah pelarangan TikTok shop hanya menguntungkan tokped dan shoppe, laporan Majalah Tempo hari ini.. apakah di balik pelarangan tsb memang ada agenda bisnis?.   Emangnya kenapa kalo sosmed jadi satu sama e-commerce bukannya lebih efisien. Tren dunia akan demikian.",Negatif,0
pd berburu tiktok live shop gak gais wk,Positif,2
@AsahPolaPikir Percuma tiktok shop tutup pasar tetap sepi klau mau rame tutup semuanya biar kembali tuh pasar kayak dulu sebelum ada belanja online,Negatif,0
"Berita sedih nih, Tiktok Shop ditutup! Banyak pegawai host streamer yang kena PHK. Semoga mereka bisa cepat bangkit dan mendapatkan pekerjaan baru ya ðŸ™",Positif,2
"Tiktok Shop tutup? Baguslah, lebih baik belanja di warung depan rumah aja. Gak perlu ribet-ribet sama PHK pegawai lagi.",Positif,2
"Bisa di bilang cukup sedih TikTok-shop mau di tutup, krn cukup sering belanja via TikTok. Kalo dah di tutup belah ono msh sepi juga dah ya jgn tunjuk2 yg online lagi krn ga semua orang skrng suka belanja offline, blm lagi cari parkir, macet, harus nawar, dll nya",Negatif,0
Akhirnya Tiktok Shop ditutup juga. Kasian ya banyak pegawai host streamer yang kena PHK. Semoga mereka cepat dapat pekerjaan baru.,Positif,2
"@lambebuzzer @Kemendag @ZUL_Hasan Di Tiktok ada Project S yg katanya tujuannya memantau barang2 yg laris di Indo.  Yg aku tau, tiktokshop sering menjiplak Batik Pekalongan tapi impor made in china. Harganya jauh separo lebih murah, walaupun jelas beda batik print dgn batik tulis.",Positif,2
Waduh tiktokshop dah tutup aja ðŸ˜“,Netral,1
Sayang sekali Tiktok Shop ditutup. Banyak pegawai host streamer yang kena PHK. Semoga mereka bisa segera mendapatkan pekerjaan baru.,Negatif,0
"yang paling sedih n kasian karena tiktok shop mau tutup adalah KOHCUN ANJIRRRRR HUAAAA kalo toko lain mungkin masih bisa jualan di oren, tp si kohcun kan affiliate doang :(",Positif,2
"Tiktokshop tutup hari ini kan ya, tapi paket gua blm nyampe anjirrr , gmn ini",Negatif,0
"Gokil live tiktok shop pagi2 jam segini pada gaspol euy, diskonnya juga lebih gila.",Negatif,0
Tiktok shop jadi ditutup?,Negatif,0
"Tiktok shop tutup tiktok shop tutup,ini paket gua nasibnya gimana bgst",Netral,1
"Sayang sekali, TikTok Shop akan ditutup mulai tanggal 4 Oktober. Banyak pegawai host streamer yang harus mengalami PHK. Semoga mereka segera mendapatkan pekerjaan baru yang lebih baik.",Negatif,0
"Banyak yang terkejut dengan penutupan resmi TikTok Shop. Tidak hanya pengguna, tetapi juga pegawai host streamer yang harus mengalami PHK. Semoga mereka segera menemukan pekerjaan baru dan tetap semangat! ðŸ’ª",Positif,2
"Para penjual di tiktok shop: Buruan guys!! Mumpung banting harga!!"" Tapi dinaikin harga coretnya doang, harga aslinya mah ya tetep segitu2 aja wkwk"";1;netral,,,,,,,,,,,,,,,",Positif,2
"@tanyakanrl punyaku juga udah nggak ada nder, tapi bisa cek dari inbox nanti ada tiktok shop. Kebetulan punyaku ada tiktok shop di inbox karena beberapa hari yang lalu habis co",Netral,1
Turut Berduka Cita Atas ditutupnya TIKTOKSHOP. #dukacita #TikTokshop https://t.co/9DVdJo8I8h,Netral,1
Agak kesel. Udah seneng sumpa belanja murah di tiktokshop sering gratong pula tanpa biaya tambahan lain. Eh ditutup,Positif,2
lah tiktok shop ga ada lagiðŸ’”ðŸ˜¿,Negatif,0
"Detik detik tiktokshop mau ditutup malah gak dpt lg gratis ongkir, buset ini bnyk bgt woi yg mau aku coðŸ˜­",Positif,2
Selamat pagi ibu ibu rumah tangga nyambi affiliator tiktok shop yg hari ini last dayðŸ˜ƒðŸ˜ƒðŸ˜ƒ,Positif,2
@cenilw tiktokshop tuh peluangnya lebih besar dari oren kak? mjb,Positif,2
gilak ini pd cuci gudang semua gara gara tiktok shop mau ditutup,Negatif,0
"Lipstick maybelline harga nya 120 cenah, kl di tiktok shop bisa 50k. Dibilang predatory pricingðŸ˜‚ðŸ˜‚ pdhl yang ngadain promo brand nya sendiri, official store nya. Dan itu bukan cm di ttshop ðŸ¤£ di shopee, lazada, tokped juga kl lg promo ya promo anjaiiðŸ¤ðŸ»ðŸ¤ðŸ»",Positif,2
"@dawiguna @jokowi Tanah Abang cuma dimanfaatkan oleh pesaing tiktok untuk menekan pemerintah agar berpikir mundur untuk sebuah kemajuan teknologi, meskipun tiktokshop dihapus, konsumen yg terbiasa belanja online ya tetap ga mau ke Tanah Abang karena itu sudah menjadi kebiasaan",Netral,1
@tyuncimol nah ini aku heran bgt tarr alesannya aturan dri pemerintah buat ngelindungin penjual toko offline kek tanah abang gt2â€¦ tp kl ke sana tu banyak yg masih muda2 pdhl :â€™) justru yg udh sepuh ga kuat tenaganya jual offline banyak yg kebantu lewat tiktokshop makanya rada ://,Positif,2
"tiktok shop ditutup gw cuma sedih sm pororo &amp  the genk doang wkwk livenya suka seru soalnya, hiks bang roya, poby, ocil, loopy, pak tua &amp  cucunya  (",Negatif,0
"@tyuncimol misal ketutup pun keknya orang2 tetep bakal belanja online di shopee tokped dllâ€¦ malah jatuhnya berat sebelah jd nutupin rezeki penjual kecil2an di tiktokshop :( dan ini lumayan dadakan keputusannya, kasian juga yg lgi penelitian skripsi tentang tiktokshop gatau gmn nasibnya",Negatif,0
"Tiktok shop ditutup, orang ngemis di tiktok dibiarkan Kebijakan taekkkkk",Negatif,0
Gw sedih tiktok shop ditutup mikirin para pedagang yg bener2 cuma andelin tiktok gimana coba :(,Negatif,0
tanya belanja di tiktok aman gak ya? soalnya kan ada kabar tiktok shop ditutup tgl 4 ya? terus kalo skrg kita co gimana statusnya nnti pesanan kita kalo belum diproses kirim sama tokonya?,Positif,2
Tiktok shop ditutup?nggak sekalian aja yang orange dan ijo juga.,Negatif,0
@6cashyook ohh jadi tiktok shop mau tutup itu beneran? aku pikir hoax doang,Positif,2
"masih ada tuh tiktok shop, katanya ditutup ðŸ˜‚",Negatif,0
Semangat yg kerja dan jualan di tiktok shop. Hari ini tiktok shop berhenti beroperasi dan resmi ditutup jam 5 sore akibat aturan pemerintah.  Kebayang paniknya pada kejar ngabisin stok ðŸ™ƒ  Semoga rejekinya selalu di lancarkan ðŸ™,Negatif,0
@AsahPolaPikir Ga mungkin cuman ocehan tanah abang tiktokshop ampe d tutup... yakali T S ga ikut2 ðŸ˜ŒðŸ¤ŒðŸ».,Negatif,0
"Meskipun aku pro tiktokshop diregulasi ulang, tp aku jadi marah ketika tiktok shop ditutup. Harusnya jgn ditutup tp diregulasi ulang, misal hanya menjual produk local. Knp malah ditutup, gak tega liat seller basreng fav ku nangisðŸ˜­",Negatif,0
tiktok shop ditutup apakah serta merta akan bikin UMKM mampu bersaing di tengah gempuran digital commerce?  belom tentu apalagi kalo habit masyarakat uda bergeser,Positif,2
weeee tiktok shop ditutup w belanja dimana ini aaaaa... platform lain biaya admin layanan ongkir kek orang gilaaa ðŸ˜”ðŸ˜”,Negatif,0
"oalah ternyata tiktokshop ditutup grgr gada lisensi buat apk jualan trs ga bayar pajak, makanya barang bisa murah2 trs seller &amp  resellermya pada kaya kaya",Negatif,0
"Tiktok shop ditutup agency khusus tiktok tadinya focus ke live bakal lakuin penetrasi apa ya  Lebih ke konten buat naikin reach nya atau gimana ya  Atau bakal jadi media, semoga ga lama yaaaa ni case tiktok shop",Positif,2
Baru mau cekout tiktok shop eh malah uda mau ditutup hari ini ðŸ˜‚ðŸ˜‚,Negatif,0
"Pantes kemaren jarang liat lagi karyawan berlanyard tiktok shop kalo maksi, ternyata fix ditutup yak..",Positif,2
ni bener tiktokshop mau ditutup? pdhl dikeranjang masih banyak blm di co wkwk,Positif,2
Buruan checkout di tiktok shop sebelum ditutup hari ini aaaaaaa,Negatif,0
Efek tiktok shop mau ditutup ngelive 24jam allahuðŸ¤§,Positif,2
Kenapa tiktok shop harus ditutup. Pdhal murah2 bagus ðŸ˜Œ,Positif,2
"Setelah tiktok shop ditutup bagaimana nasib umkm penjual poppers, apakah balik ke metode door to door?",Negatif,0
aneh bgt tiktok shop mw ditutup. padahal enakan tiktok shop,Positif,2
"Tiktok shop ditutup hari ini, sedih bgt....",Negatif,0
"tiktokshop, tempat org berjual beli ditutup, judi online tetap online gak ada offline2nya ðŸ¤£ Apa krn bandar2 judi nyiapin dana politik??? #JudiOnline #TikTokshop",Netral,1
tiktokshop ditutup :( mau nyobain jadi affiliator sebulan,Negatif,0
@zeroadalahnol oalah tiktokshop tu jadinya tutup sementara aja?,Netral,1
"hari ini kan tiktokshop resmi ditutup, dan bbrp temen gue yg kerja sebagai host live stream terancam kehilangan pekerjaan merekaâ˜¹ï¸ðŸ˜”",Positif,2
"TikTok Shop resmi ditutup nih... Gimana pendapatmu, Sahabat Qwords?ðŸ¤”",Positif,2
Baru mau jd afiliate eh mlh tiktok shop ditutup,Negatif,0
@diarydayy_ yaa kesiaan padahal juga orang-orang yg ibaratnya ngga punya nama gede udah mulai bisa live di tiktokshop kan buat jualan ini tempatnya malah ditutup,Positif,2
"Akhirnya TTS aka TikTokShop aka TipuTipuShop ditutup sementara. Walaupun sementara, Bravo Indonesia, Bravo @KemenkopUKM @Kemendagri_RI Anti klimaks juga sih yang nyuci2 ga ditangkap ðŸ˜‚ #Merdeka",Negatif,0
"#TikTokshop mau ditutup sore ini?  Well, nggak bisa banyak berkomentar sih. Saya sendiri cuma pernah belanja disitu sekali, buat po komik.  Tapi emang diskonnya gokil banget waktu itu. Dari akunnya gramed cuma kasih promo diskon 5rb, karena pengguna baru diskonnya jadi 30rb!",Negatif,0
"Tiktok shop ditutup, content creator ketar ketir ini kerjaan gua gimana ya",Negatif,0
"@cenilw Tapi jujur aja, yang bikin offline shop tutup sebenernya bukan tiktok shop ga sih ðŸ˜­ Karena ga convenient belanja offline tuuh. Apalagi buat yang kerja dari pagi ke sore",Positif,2
"Tiktok shop mau ditutup, si mursid udh sempet beli civic dr bikin kripic",Positif,2
Tiktok shop resmi ditutup jam 17.00. Yaampun gak bisa merasakan lagi belanja banyak tapi murah meriah ðŸ¥²,Positif,2
"Barusan lewat di fyp Tiktok shop ditutup, tapi judi online di biarin"" Iya lagi anjir najis najisss wkwkwk"";0;negatif,,,,,,,,,,,,,,,",Negatif,0
"Tiktok shop ditutup tuh jadi mikir, buat bertahan hidup di industri digital per sosmed-an ini emang kudu generalist alias palu gada bgt &amp  fast learner pol ðŸ˜žðŸ¥²",Negatif,0
"sedih bgt liat seller umkm/affiliate/host live di tiktok shop, karna hari ini tiktok shop resmi ditutup ðŸ˜¢",Negatif,0
Ternyata tiktok shop ditutup itu bukan sekedar krn tanah abang sepi. Tapi kenapa itu yg disampaikan ke masyarakat? Why not telling the truth?,Negatif,0
Udah ketiar ketir dia tiktokshop mau tutup katanya nanti mama kalo mau belanja keranjang kuningnya dimanaðŸ˜‚ðŸ˜‚ðŸ˜‚,Positif,2
@GondoKusumo10 Aku ada juga di Shopie tp penghasilan ya kurang ðŸ¥¹ .. Yaa mudah mudahan aja gak permanen tiktokshop tutup ðŸ«¢,Negatif,0
sedih bgt tiktok shop besok resmi ditutupðŸ˜­ pdhl itu doang yg ongkirnya bnr2 ramah kepada gw,Negatif,0
TikTok Shop ditutup juga gaakan menyelesaikan permasalahan. Tolong dong pemerintah lebih bijak lagi.     #TikTokshop,Negatif,0
"TikTok shop resmi ditutup. Mari kita lihat apakah jumlah transaksi di toko-toko yang katanya lesu akan jadi meningkat, atau justru akan ada gelombang PHK lagi?",Positif,2
"@woketahh TTS hanya bisa satu negara udah implementasi dari dulu Makanya diaspora di LN ga bisa jualan di Tiktok Shop Indonesia  Kalo masalah supply chain, yg ditutup live jangan cuma Tiktok, tapi semua ecommerce fitur live shop dimatiin  kebijakan yg diambil nyerang TTS salah kaprah",Positif,2
@discountfess 10.10? Tiktokshop udah tutup.,Negatif,0
banyak orang pusing tiktokshop ditutup termasuk akuðŸ˜ƒ,Positif,2
"Ibukku kayanya lagi sedih, biasanya belanja lewat tiktok shop. Sekarang ditutup ðŸ¥²",Negatif,0
